# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181007-20181007,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Source,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Charlottesville,bing,1,0,1,0.00%,2,0:00:27,0.00%,0,$0.00 
Glen Allen,myubc.org,1,1,1,0.00%,10,0:10:12,0.00%,0,$0.00 
Norfolk,myubc.org,1,0,2,50.00%,2.5,0:08:17,0.00%,0,$0.00 
Virginia Beach,google,1,0,1,0.00%,3,0:00:43,0.00%,0,$0.00 
Redmond,myubc.org,1,1,1,0.00%,7,0:09:19,0.00%,0,$0.00 
Candler-McAfee,(direct),1,0,2,50.00%,2,0:01:17,0.00%,0,$0.00 
Dock Junction,myubc.org,1,1,2,50.00%,10.5,0:04:53,0.00%,0,$0.00 
Friendly,(direct),1,0,1,0.00%,2,0:00:11,0.00%,0,$0.00 
Socastee,(direct),1,1,1,0.00%,2,0:09:07,0.00%,0,$0.00 
Saint Charles,myubc.org,1,1,1,0.00%,2,0:00:14,0.00%,0,$0.00 
,,374,145,477,48.64%,2.41,0:03:51,0.00%,0,$0.00 
