# ----------------------------------------,,,,,,,,,
# All Web Site Data,,,,,,,,,
# Location,,,,,,,,,
# 20180916-20180916,,,,,,,,,
# ----------------------------------------,,,,,,,,,
,,,,,,,,,
City,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Greensburg,2,0,2,50.00%,2.5,0:00:42,0.00%,0,$0.00 
Philadelphia,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,2,0,4,75.00%,1.25,0:00:18,0.00%,0,$0.00 
Columbia,2,1,3,0.00%,4.33,0:10:40,0.00%,0,$0.00 
Iwakuni,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Huntsville,1,0,1,0.00%,2,0:03:23,0.00%,0,$0.00 
Montgomery,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 
New Haven,1,1,1,0.00%,2,0:00:11,0.00%,0,$0.00 
Hollywood,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Orlando,1,0,2,0.00%,2,0:03:10,0.00%,0,$0.00 
Pompano Beach,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Tallahassee,1,1,1,0.00%,2,0:14:38,0.00%,0,$0.00 
Kennesaw,1,0,2,0.00%,3,0:14:22,0.00%,0,$0.00 
Marietta,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Overland Park,1,0,2,50.00%,1.5,0:00:31,0.00%,0,$0.00 
Springfield,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hyattsville,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Kansas City,1,1,1,0.00%,2,0:01:13,0.00%,0,$0.00 
Black Mountain,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cherokee,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Concord,1,1,1,0.00%,2,0:00:14,0.00%,0,$0.00 
Eden,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fayetteville,1,0,1,0.00%,2,0:02:14,0.00%,0,$0.00 
Fort Bragg,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Goldsboro,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Graham,1,0,2,50.00%,3,0:02:40,0.00%,0,$0.00 
Hayesville,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hickory,1,1,1,0.00%,4,0:02:47,0.00%,0,$0.00 
Kernersville,1,1,1,0.00%,2,0:00:23,0.00%,0,$0.00 
Mars Hill,1,0,6,33.33%,2.5,0:02:42,0.00%,0,$0.00 
Morrisville,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Oxford,1,0,1,0.00%,2,0:00:09,0.00%,0,$0.00 
Pinetown,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Robbinsville,1,1,3,66.67%,1.67,0:01:49,0.00%,0,$0.00 
Swansboro,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Welcome,1,1,3,33.33%,3,0:01:16,0.00%,0,$0.00 
Wendell,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Williamston,1,1,1,0.00%,2,0:13:27,0.00%,0,$0.00 
Zebulon,1,1,1,0.00%,3,0:04:13,0.00%,0,$0.00 
Geneseo,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Newburgh,1,0,2,50.00%,2,0:01:55,0.00%,0,$0.00 
Poughkeepsie,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Cincinnati,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Pittsburgh,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Andrews,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Bennettsville,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charleston,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Conway,1,0,1,0.00%,2,0:01:39,0.00%,0,$0.00 
Myrtle Beach,1,0,1,0.00%,2,0:00:27,0.00%,0,$0.00 
Carrollton,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Dallas,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fort Worth,1,1,2,50.00%,1.5,0:03:31,0.00%,0,$0.00 
Houston,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Texarkana,1,1,1,0.00%,2,0:00:32,0.00%,0,$0.00 
Blacksburg,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlottesville,1,0,1,0.00%,3,0:29:53,0.00%,0,$0.00 
Danville,1,1,2,0.00%,2,0:02:21,0.00%,0,$0.00 
Gloucester County,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Newport News,1,0,1,0.00%,3,0:21:51,0.00%,0,$0.00 
Norfolk,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Richmond,1,1,1,0.00%,2,0:00:29,0.00%,0,$0.00 
Antigo,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wautoma,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Camp Springs,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Friendly,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
North Druid Hills,1,1,1,0.00%,2,0:00:01,0.00%,0,$0.00 
Spokane Valley,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Saint Charles,1,0,1,0.00%,2,0:00:16,0.00%,0,$0.00 
,667,331,892,49.44%,2.14,0:03:20,0.00%,0,$0.00 
