# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20180916-20180916,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Device Category,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Clayton,mobile,1,0,2,0.00%,3.5,0:06:14,0.00%,0,$0.00 
Concord,mobile,1,1,1,0.00%,2,0:00:14,0.00%,0,$0.00 
Eden,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fayetteville,mobile,1,0,1,0.00%,2,0:02:14,0.00%,0,$0.00 
Fort Bragg,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Goldsboro,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Graham,mobile,1,0,2,50.00%,3,0:02:40,0.00%,0,$0.00 
Hayesville,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Henderson,mobile,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Henderson,tablet,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Hickory,desktop,1,1,1,0.00%,4,0:02:47,0.00%,0,$0.00 
High Point,tablet,1,0,2,50.00%,1.5,0:00:45,0.00%,0,$0.00 
Hillsborough,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Kernersville,tablet,1,1,1,0.00%,2,0:00:23,0.00%,0,$0.00 
Knightdale,desktop,1,0,1,0.00%,2,0:00:15,0.00%,0,$0.00 
Knightdale,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mars Hill,desktop,1,0,6,33.33%,2.5,0:02:42,0.00%,0,$0.00 
Morrisville,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Oxford,mobile,1,0,1,0.00%,2,0:00:09,0.00%,0,$0.00 
Pinetown,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Robbinsville,mobile,1,1,3,66.67%,1.67,0:01:49,0.00%,0,$0.00 
Roxboro,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Roxboro,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Swansboro,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,tablet,1,0,1,0.00%,2,0:01:45,0.00%,0,$0.00 
Welcome,mobile,1,1,3,33.33%,3,0:01:16,0.00%,0,$0.00 
Wendell,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Williamston,desktop,1,1,1,0.00%,2,0:13:27,0.00%,0,$0.00 
Zebulon,desktop,1,1,1,0.00%,3,0:04:13,0.00%,0,$0.00 
Geneseo,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New York,mobile,1,0,1,0.00%,2,0:02:57,0.00%,0,$0.00 
New York,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Newburgh,tablet,1,0,2,50.00%,2,0:01:55,0.00%,0,$0.00 
Poughkeepsie,mobile,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Cincinnati,tablet,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Greensburg,desktop,1,0,1,0.00%,4,0:01:23,0.00%,0,$0.00 
Greensburg,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsburgh,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Andrews,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Bennettsville,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,mobile,1,0,3,66.67%,1.33,0:00:24,0.00%,0,$0.00 
Blythewood,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charleston,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Columbia,desktop,1,1,1,0.00%,7,0:22:45,0.00%,0,$0.00 
Columbia,mobile,1,0,2,0.00%,3,0:04:38,0.00%,0,$0.00 
Conway,desktop,1,0,1,0.00%,2,0:01:39,0.00%,0,$0.00 
Myrtle Beach,mobile,1,0,1,0.00%,2,0:00:27,0.00%,0,$0.00 
Carrollton,mobile,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Dallas,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Fort Worth,tablet,1,1,2,50.00%,1.5,0:03:31,0.00%,0,$0.00 
Houston,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Texarkana,mobile,1,1,1,0.00%,2,0:00:32,0.00%,0,$0.00 
Blacksburg,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlottesville,desktop,1,0,1,0.00%,3,0:29:53,0.00%,0,$0.00 
Danville,mobile,1,1,2,0.00%,2,0:02:21,0.00%,0,$0.00 
Gloucester County,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Newport News,mobile,1,0,1,0.00%,3,0:21:51,0.00%,0,$0.00 
Norfolk,mobile,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Richmond,mobile,1,1,1,0.00%,2,0:00:29,0.00%,0,$0.00 
Antigo,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wautoma,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Camp Springs,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Friendly,tablet,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
North Druid Hills,mobile,1,1,1,0.00%,2,0:00:01,0.00%,0,$0.00 
Spokane Valley,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Saint Charles,tablet,1,0,1,0.00%,2,0:00:16,0.00%,0,$0.00 
,,667,331,892,49.44%,2.14,0:03:20,0.00%,0,$0.00 
