# ----------------------------------------,,,,,,,,,
# All Web Site Data,,,,,,,,,
# Location,,,,,,,,,
# 20181230-20181230,,,,,,,,,
# ----------------------------------------,,,,,,,,,
,,,,,,,,,
City,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Winter Haven,1,0,1,0.00%,2,0:00:25,0.00%,0,$0.00 
Redan,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chicago,1,1,1,0.00%,7,0:57:29,0.00%,0,$0.00 
Springfield,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Olathe,1,1,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Billerica,1,1,2,0.00%,2,0:00:07,0.00%,0,$0.00 
Springfield,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hyattsville,1,0,1,0.00%,2,0:00:12,0.00%,0,$0.00 
Suitland-Silver Hill,1,0,3,66.67%,2,0:06:57,0.00%,0,$0.00 
Upper Marlboro,1,0,1,0.00%,2,0:00:22,0.00%,0,$0.00 
Black Mountain,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Brasstown,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Burlington,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Butner,1,1,1,0.00%,3,0:03:36,0.00%,0,$0.00 
Carrboro,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Clayton,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,1,0,2,0.00%,2,0:00:09,0.00%,0,$0.00 
Fuquay Varina,1,1,1,0.00%,3,0:01:46,0.00%,0,$0.00 
King,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,1,0,2,0.00%,3,0:00:27,0.00%,0,$0.00 
Mebane,1,0,2,0.00%,2,0:00:05,0.00%,0,$0.00 
Murphy,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Oxford,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Robbinsville,1,0,2,50.00%,1.5,0:07:09,0.00%,0,$0.00 
Rockingham,1,1,1,0.00%,2,0:00:02,0.00%,0,$0.00 
Wendell,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Whiteville,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Williamston,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wilmington,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 
Jackson,1,0,1,0.00%,4,0:01:33,0.00%,0,$0.00 
Rahway,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Newburgh,1,0,2,50.00%,2,0:00:32,0.00%,0,$0.00 
Yukon,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,1,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsburgh,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Blythewood,1,0,2,50.00%,2.5,0:00:32,0.00%,0,$0.00 
Columbia,1,0,1,0.00%,2,0:07:32,0.00%,0,$0.00 
Myrtle Beach,1,0,1,0.00%,2,0:04:53,0.00%,0,$0.00 
Orangeburg,1,0,2,50.00%,1.5,0:08:32,0.00%,0,$0.00 
Houston,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlottesville,1,0,1,0.00%,2,0:03:04,0.00%,0,$0.00 
Newport News,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Oakton,1,0,1,0.00%,2,0:00:08,0.00%,0,$0.00 
Spokane,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Forest Acres,1,1,2,0.00%,5.5,0:24:17,0.00%,0,$0.00 
Kettering,1,1,1,0.00%,3,0:04:36,0.00%,0,$0.00 
Tega Cay,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 
,420,158,565,45.84%,2.18,0:03:07,0.00%,0,$0.00 
